,,,,,,,,,商品销量报表,,,,,,,,,
"门店名称:九记·東門口",,,,,,,,,,,,,,,,,,,
"查询条件:门店:[東門口温州店(CS009040522),東門口武林店(CS003031459),(闭店)東門口上海中庚漫游城店(CS009040523),東門口桐乡万象汇店(CS009054282),東門口奥体店(CS003030504),東門口苏州店(CS009039921),(闭店)炎合里中国北方菜(CS011000128),(闭店)炎合里金华永盛购物中心店(CS009035567),東門口远洋店(CS003021468),(闭店)东门口96店(CS003025461),東門口杭州滨江龙湖店(CS009051886),東門口无锡店(CS009050468),焱合里自助火锅文一路店(CS009034590),東門口金华世贸店(CS009037775),京熹顺杭州金沙店(CS009053371),東門口富阳店(CS009049555),東門口上海西郊百联店(CS009050467),巷口锅香文一路店(CS009058665),東門口会员店(CS009054378),東門口501店(CS009040508),華門新京菜中国茶(欧美广场EFC店)(CS009035566),小蒸娘老杭州萧山蒸菜(CS009057694),東門口啦啦宝都店(CS009040524),京熹顺南京店(CS009053417)]; 商品分类:[全部]; 商品:[全部]; 时间范围:[""2026-02-01"",""2026-02-28""]; 是否显示套餐子商品数量:是; 商品名称多选:; 区域:全部; 交易类型:销售; 销售渠道:全部; 商品属性:[赠品,单品,套餐,自定义套餐,自定义单品,套餐子商品,其他]; 排序方式:数量; 展示维度:按商品+点单方式汇总; 商品分类多选:; 是否显示套餐子商品金额:是; 菜单名称:",,,,,,,,,,,,,,,,,,,
"门店名称","商品分类","收入分组","商品编码","商品名称","规格","商品类型","点单方式","单卖数量(不含套餐子商品)","数量(含套餐子商品)","退货数量(不含套餐子商品)","套餐内销量","单位","销售单价","销售金额","折后金额","分摊优惠","实退金额","实收",
"京熹顺南京店","鲜美菌类",,"","金针菇",,"餐饮商品","套餐子商品",0.00,91.00,0.00,91.00,"份",12.00,1092.00,1092.00,228.10,0.00,863.90,
"京熹顺南京店","店家推荐",,"","至尊羊围脖",,"餐饮商品","套餐子商品",0.00,91.00,0.00,91.00,"份",139.00,12649.00,12649.00,2642.17,0.00,10006.83,
"京熹顺南京店","其他",,"","打包盒",,"餐饮商品","单品",80.00,80.00,0.00,0.00,"个",1.00,80.00,80.00,33.45,0.00,46.55,
"京熹顺南京店","老北京特色",,"","老北京传统水爆肚",,"餐饮商品","单品",69.00,69.00,0.00,0.00,"份",69.00,4761.00,4727.82,659.17,0.00,4068.65,
"京熹顺南京店","其他",,"","打包盒",,"餐饮商品","单品",68.00,68.00,0.00,0.00,"个",3.00,204.00,204.00,100.24,0.00,103.76,
"京熹顺南京店","珍馐牛肉",,"","安格斯牛板腱",,"餐饮商品","套餐子商品",0.00,60.00,0.00,60.00,"份",49.00,2940.00,2940.00,714.51,0.00,2225.49,
"京熹顺南京店","套餐",,"","288双人餐",,"餐饮套餐商品","套餐",60.00,60.00,0.00,0.00,"份",288.00,17280.00,17280.00,4199.55,0.00,13080.45,
"京熹顺南京店","特色涮品",,"","王家渡午餐肉(标准份)","标准份","餐饮商品","套餐子商品",0.00,60.00,0.00,60.00,"份",23.00,1380.00,1380.00,335.38,0.00,1044.62,
"京熹顺南京店","苏尼特熊猫羊系列",,"","苏尼特180天厚切羔羊排",,"餐饮商品","单品",60.00,60.00,0.00,0.00,"份",49.00,2940.00,2929.22,376.83,0.00,2552.39,
"京熹顺南京店","香甜豆品",,"","炸豆皮",,"餐饮商品","套餐子商品",0.00,60.00,0.00,60.00,"份",16.00,960.00,960.00,233.31,0.00,726.69,
"京熹顺南京店","鲜采时蔬",,"","娃娃菜",,"餐饮商品","套餐子商品",0.00,60.00,0.00,60.00,"份",13.00,780.00,780.00,189.56,0.00,590.44,
"京熹顺南京店","锅底",,"","老北京传统清水锅",,"餐饮商品","套餐子商品",0.00,60.00,0.00,60.00,"锅",16.00,960.00,960.00,233.31,0.00,726.69,
"京熹顺南京店","老北京特色",,"","老北京现烤麻酱烧饼",,"餐饮商品","赠品",59.00,59.00,0.00,0.00,"个",4.00,236.00,0.00,0.00,0.00,0.00,
"京熹顺南京店","小料",,"","现炸辣椒油",,"餐饮商品","单品",57.00,57.00,0.00,0.00,"份",6.00,342.00,342.00,46.02,0.00,295.98,
"京熹顺南京店","锅底",,"","#老北京清水锅底",,"餐饮商品","套餐子商品",0.00,54.00,0.00,54.00,"份",9.90,534.60,534.60,88.23,0.00,446.37,
"京熹顺南京店","老北京特色",,"","老北京现烙门钉肉饼",,"餐饮商品","单品",51.00,51.00,0.00,0.00,"个",12.00,612.00,612.00,75.25,0.00,536.75,
"京熹顺南京店","鲜采时蔬",,"","小菠菜",,"餐饮商品","单品",51.00,51.00,0.00,0.00,"份",13.00,663.00,655.44,102.91,0.00,552.53,
"京熹顺南京店","小吃",,"","驴打滚/个",,"餐饮商品","赠品",49.00,49.00,0.00,0.00,"份",3.00,147.00,0.00,0.00,0.00,0.00,
"京熹顺南京店","新外卖",,"","老北京炸酱面（菜码·酱·面分离）",,"餐饮商品","单品",47.00,47.00,0.00,0.00,"份",26.00,1222.00,1222.00,607.10,0.00,614.90,
"京熹顺南京店","苏尼特熊猫羊系列",,"","手切草原半边云",,"餐饮商品","单品",47.00,47.00,0.00,0.00,"份",49.00,2303.00,2303.00,339.93,0.00,1963.07,
"京熹顺南京店","鲜采时蔬",,"","娃娃菜",,"餐饮商品","单品",45.00,45.00,0.00,0.00,"份",13.00,585.00,585.00,82.18,0.00,502.82,
"京熹顺南京店","过瘾烧烤",,"","现烤法式羊排",,"餐饮商品","单品",44.00,44.00,0.00,0.00,"根",19.00,836.00,836.00,106.85,0.00,729.15,
"京熹顺南京店","其他",,"","打包盒",,"餐饮商品","单品",43.00,43.00,0.00,0.00,"个",2.00,86.00,86.00,45.15,0.00,40.85,
"京熹顺南京店","苏尼特熊猫羊系列",,"","苏尼特草原太阳卷",,"餐饮商品","单品",43.00,43.00,0.00,0.00,"份",53.00,2279.00,2259.00,372.78,0.00,1886.22,
"京熹顺南京店","苏尼特熊猫羊系列",,"","羔羊小卷",,"餐饮商品","单品",41.00,41.00,0.00,0.00,"份",53.00,2173.00,2161.34,330.04,0.00,1831.30,
"京熹顺南京店","特色涮品",,"","手打黑虎虾虾滑(标准份)","标准份","餐饮商品","单品",40.00,40.00,0.00,0.00,"份",46.00,1840.00,1831.00,207.78,0.00,1623.22,
"京熹顺南京店","锅底",,"","老北京传统清水锅(小)",,"餐饮商品","单品",39.00,39.00,0.00,0.00,"份",9.00,351.00,351.00,39.21,0.00,311.79,
"京熹顺南京店","特色涮品",,"","经典爽脆毛肚",,"餐饮商品","单品",39.00,39.00,0.00,0.00,"份",79.00,3081.00,3006.52,540.23,0.00,2466.29,
"京熹顺南京店","酒水饮料",,"","百事可乐",,"餐饮商品","单品",38.00,38.00,0.00,0.00,"罐",6.00,228.00,228.00,23.53,0.00,204.47,
"京熹顺南京店","鲜美菌类",,"","菌菇拼盘",,"餐饮商品","单品",38.00,38.00,0.00,0.00,"份",33.00,1254.00,1246.74,158.16,0.00,1088.58,
"京熹顺南京店","新外卖",,"","草原羔羊肉串",,"餐饮商品","单品",38.00,38.00,0.00,0.00,"份",6.00,228.00,228.00,86.54,0.00,141.46,
"京熹顺南京店","珍馐牛肉",,"","手切鲜牛肉",,"餐饮商品","单品",37.00,37.00,0.00,0.00,"份",56.00,2072.00,2059.68,315.11,0.00,1744.57,
"京熹顺南京店","鲜采时蔬",,"","茼蒿苗",,"餐饮商品","单品",36.00,36.00,0.00,0.00,"份",16.00,576.00,567.00,90.19,0.00,476.81,
"京熹顺南京店","珍馐牛肉",,"","澳洲谷饲雪花肥牛",,"餐饮商品","单品",35.00,35.00,0.00,0.00,"份",109.00,3815.00,3785.00,556.26,0.00,3228.74,
"京熹顺南京店","鲜采时蔬",,"","宽薯粉",,"餐饮商品","单品",34.00,34.00,0.00,0.00,"份",13.00,442.00,439.14,71.40,0.00,367.74,
"京熹顺南京店","小吃",,"","现炸小酥肉",,"餐饮商品","单品",33.00,33.00,0.00,0.00,"份",29.00,957.00,957.00,132.13,0.00,824.87,
"京熹顺南京店","新外卖",,"","老北京秘制二八麻酱碗料",,"餐饮商品","单品",33.00,33.00,0.00,0.00,"份",6.00,198.00,198.00,66.75,0.00,131.25,
"京熹顺南京店","锅底",,"","冰糖菊清水锅底",,"餐饮商品","套餐子商品",0.00,33.00,0.00,33.00,"份",16.00,528.00,528.00,72.99,0.00,455.01,
"京熹顺南京店","特色涮品",,"","王家渡午餐肉",,"餐饮商品","单品",33.00,33.00,0.00,0.00,"份",23.00,759.00,757.00,90.30,0.00,666.70,
"京熹顺南京店","香甜豆品",,"","青仁黑豆冻豆腐",,"餐饮商品","单品",32.00,32.00,0.00,0.00,"份",13.00,416.00,414.00,55.20,0.00,358.80,
"京熹顺南京店","香甜豆品",,"","青仁黑豆花",,"餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",19.00,589.00,589.00,84.11,0.00,504.89,
"京熹顺南京店","套餐",,"","7.10点评直播3-4人餐",,"餐饮套餐商品","套餐",31.00,31.00,0.00,0.00,"份",451.00,13981.00,13981.00,1996.41,0.00,11984.59,
"京熹顺南京店","菊花特色菜",,"","冰糖菊花蔬菜拼盘",,"餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",38.00,1178.00,1178.00,168.21,0.00,1009.79,
"京熹顺南京店","鲜采时蔬",,"","宽薯粉",,"餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",13.00,403.00,403.00,57.55,0.00,345.45,
"京熹顺南京店","菊花特色菜",,"","冰糖菊花鲜牛肉",,"餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",49.00,1519.00,1519.00,216.90,0.00,1302.10,
"京熹顺南京店","苏尼特熊猫羊系列",,"","苏尼特熊猫羔羊脆骨肉(标准份)","标准份","餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",76.00,2356.00,2356.00,336.42,0.00,2019.58,
"京熹顺南京店","特色涮品",,"","泰和臻选乌鸡卷",,"餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",33.00,1023.00,1023.00,146.08,0.00,876.92,
"京熹顺南京店","小吃",,"","桂花山楂糕",,"餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"份",16.00,496.00,496.00,70.83,0.00,425.17,
"京熹顺南京店","珍馐牛肉",,"","潮汕手打牛肉丸",,"餐饮商品","单品",31.00,31.00,0.00,0.00,"份",19.00,589.00,582.92,71.69,0.00,511.23,
"京熹顺南京店","鲜采时蔬",,"","霞浦海带苗",,"餐饮商品","单品",30.00,30.00,0.00,0.00,"份",13.00,390.00,387.14,56.20,0.00,330.94,
"京熹顺南京店","锅底",,"","##牛油香辣锅底",,"餐饮商品","套餐子商品",0.00,30.00,0.00,30.00,"份",23.00,690.00,690.00,94.75,0.00,595.25,
"京熹顺南京店","珍馐牛肉",,"","手切贵州黄牛肉拼盘",,"餐饮商品","单品",30.00,30.00,0.00,0.00,"份",99.00,2970.00,2958.12,466.53,0.00,2491.59,
"京熹顺南京店","酒水饮料",,"","青岛白啤",,"餐饮商品","单品",29.00,29.00,0.00,0.00,"瓶",18.00,522.00,522.00,88.31,0.00,433.69,
"京熹顺南京店","珍馐牛肉",,"","安格斯雪花牛肉",,"餐饮商品","单品",28.00,28.00,0.00,0.00,"份",69.00,1932.00,1923.72,257.25,0.00,1666.47,
"京熹顺南京店","新外卖",,"","点🌟购！麻酱烧饼（1只）",,"餐饮商品","单品",27.00,27.00,0.00,0.00,"份",4.00,108.00,108.00,50.68,0.00,57.32,
"京熹顺南京店","酒水饮料",,"","青岛1903",,"餐饮商品","单品",27.00,27.00,0.00,0.00,"瓶",10.00,270.00,270.00,18.21,0.00,251.79,
"京熹顺南京店","鲜采时蔬",,"","蔬菜三脆丝",,"餐饮商品","单品",27.00,27.00,0.00,0.00,"份",16.00,432.00,432.00,43.98,0.00,388.02,
"京熹顺南京店","酒水饮料",,"","北冰洋",,"餐饮商品","单品",27.00,27.00,0.00,0.00,"瓶",9.00,243.00,243.00,41.24,0.00,201.76,
"京熹顺南京店","锅底",,"","#清油香辣锅底",,"餐饮商品","套餐子商品",0.00,27.00,0.00,27.00,"份",26.00,702.00,702.00,125.54,0.00,576.46,
"京熹顺南京店","锅底",,"","双味锅",,"餐饮套餐商品","套餐",26.00,26.00,0.00,0.00,"份",35.90,933.40,933.40,184.23,0.00,749.17,
"京熹顺南京店","鲜采时蔬",,"","邳州贡菜",,"餐饮商品","单品",25.00,25.00,0.00,0.00,"份",13.00,325.00,320.14,32.55,0.00,287.59,
"京熹顺南京店","新外卖",,"","豪华涮[牛羊+毛肚+虾滑]捞捞桶(老北京锅底（含麻酱等小料）)","老北京锅底（含麻酱等小料）","餐饮商品","单品",25.00,25.00,0.00,0.00,"份",59.00,1475.00,1475.00,690.92,0.00,784.08,
"京熹顺南京店","小吃",,"","老北京糖油饼",,"餐饮商品","单品",25.00,25.00,0.00,0.00,"个",9.00,225.00,225.00,49.60,0.00,175.40,
"京熹顺南京店","新外卖",,"","糖蒜",,"餐饮商品","单品",25.00,25.00,0.00,0.00,"份",3.00,75.00,75.00,29.70,0.00,45.30,
"京熹顺南京店","香甜豆品",,"","响铃卷",,"餐饮商品","单品",24.00,24.00,0.00,0.00,"份",16.00,384.00,384.00,46.98,0.00,337.02,
"京熹顺南京店","鲜采时蔬",,"","蔬菜拼盘",,"餐饮商品","单品",24.00,24.00,0.00,0.00,"份",29.00,696.00,689.62,110.99,0.00,578.63,
"京熹顺南京店","鲜采时蔬",,"","龙口粉丝",,"餐饮商品","单品",24.00,24.00,0.00,0.00,"份",9.00,216.00,216.00,30.26,0.00,185.74,
"京熹顺南京店","老北京特色",,"","风生水起捞爆肚",,"餐饮商品","单品",23.00,23.00,0.00,0.00,"份",79.00,1817.00,1807.52,213.97,0.00,1593.55,
"京熹顺南京店","新外卖",,"","点❤购！老北京驴打滚（1块）",,"餐饮商品","单品",23.00,23.00,0.00,0.00,"份",3.00,69.00,69.00,32.51,0.00,36.49,
"京熹顺南京店","小吃",,"","宽面条",,"餐饮商品","单品",23.00,23.00,0.00,0.00,"份",13.00,299.00,294.84,50.07,0.00,244.77,
"京熹顺南京店","锅底",,"","双味锅",,"餐饮套餐商品","套餐",23.00,23.00,0.00,0.00,"份",32.90,756.70,756.70,94.58,0.00,662.12,
"京熹顺南京店","苏尼特熊猫羊系列",,"","大刀草原羊肉片",,"餐饮商品","单品",22.00,22.00,0.00,0.00,"份",59.00,1298.00,1298.00,142.46,0.00,1155.54,
"京熹顺南京店","香甜豆品",,"","豆制品拼盘",,"餐饮商品","单品",21.00,21.00,0.00,0.00,"份",19.00,399.00,392.92,78.09,0.00,314.83,
"京熹顺南京店","香甜豆品",,"","炸豆皮",,"餐饮商品","单品",21.00,21.00,0.00,0.00,"份",16.00,336.00,330.00,51.66,0.00,278.34,
"京熹顺南京店","过瘾烧烤",,"","生烤羊腰",,"餐饮商品","单品",20.00,20.00,0.00,0.00,"串",29.00,580.00,580.00,125.16,0.00,454.84,
"京熹顺南京店","香甜豆品",,"","青仁黑豆花",,"餐饮商品","单品",20.00,20.00,0.00,0.00,"份",19.00,380.00,378.00,49.68,0.00,328.32,
"京熹顺南京店","小吃",,"","炸酱面",,"餐饮商品","单品",19.00,19.00,0.00,0.00,"份",23.00,437.00,437.00,55.04,0.00,381.96,
"京熹顺南京店","鲜采时蔬",,"","云南七彩土豆片",,"餐饮商品","单品",19.00,19.00,0.00,0.00,"份",13.00,247.00,244.14,37.73,0.00,206.41,
"京熹顺南京店","特色涮品",,"","手打黑虎虾虾滑(小份)","小份","餐饮商品","单品",19.00,19.00,0.00,0.00,"份",21.00,399.00,393.00,65.80,0.00,327.20,
"京熹顺南京店","苏尼特熊猫羊系列",,"","苏尼特熊猫羔羊脆骨肉(标准份)","标准份","餐饮商品","单品",19.00,19.00,0.00,0.00,"份",76.00,1444.00,1434.88,180.59,0.00,1254.29,
"京熹顺南京店","珍馐牛肉",,"","安格斯雪花肥牛",,"餐饮商品","单品",19.00,19.00,0.00,0.00,"份",59.00,1121.00,1121.00,148.84,0.00,972.16,
"京熹顺南京店","珍馐牛肉",,"","澳洲谷饲原切牛板腱",,"餐饮商品","单品",18.00,18.00,0.00,0.00,"份",69.00,1242.00,1242.00,148.53,0.00,1093.47,
"京熹顺南京店","锅底",,"","##新疆番茄锅",,"餐饮商品","套餐子商品",0.00,17.00,0.00,17.00,"份",29.00,493.00,442.00,67.92,0.00,374.08,
"京熹顺南京店","缤纷饮品",,"","山楂山茶",,"餐饮商品","单品",17.00,17.00,0.00,0.00,"杯",16.00,272.00,272.00,38.76,0.00,233.24,
"京熹顺南京店","锅底",,"","老北京招牌羊尾油锅底",,"餐饮商品","单品",17.00,17.00,0.00,0.00,"份",29.00,493.00,493.00,76.14,0.00,416.86,
"京熹顺南京店","鲜采时蔬",,"","香菜",,"餐饮商品","单品",16.00,16.00,0.00,0.00,"份",16.00,256.00,254.08,53.78,0.00,200.30,
"京熹顺南京店","缤纷饮品",,"","菠萝山茶",,"餐饮商品","单品",16.00,16.00,0.00,0.00,"杯",16.00,256.00,253.00,35.34,0.00,217.66,
"京熹顺南京店","珍馐牛肉",,"","手切五花腱",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"份",59.00,885.00,872.02,143.83,0.00,728.19,
"京熹顺南京店","新外卖",,"","招牌涮[羊肉]捞捞桶(老北京锅底（含麻酱等小料）)","老北京锅底（含麻酱等小料）","餐饮商品","单品",15.00,15.00,0.00,0.00,"份",39.00,585.00,585.00,260.60,0.00,324.40,
"京熹顺南京店","新外卖",,"","点🌟购！老北京驴打滚（1块）",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"份",3.00,45.00,45.00,23.25,0.00,21.75,
"京熹顺南京店","香甜豆品",,"","8秒黑豆豆皮",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"份",12.00,180.00,177.36,25.82,0.00,151.54,
"京熹顺南京店","鲜美菌类",,"","平菇",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"份",12.00,180.00,180.00,39.98,0.00,140.02,
"京熹顺南京店","小吃",,"","米饭",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",5.00,70.00,70.00,9.30,0.00,60.70,
"京熹顺南京店","冬季上新",,"","活体豌豆苗",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",19.00,266.00,263.72,36.77,0.00,226.95,
"京熹顺南京店","新外卖",,"","现炸辣椒油",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",6.00,84.00,84.00,29.19,0.00,54.81,
"京熹顺南京店","小吃",,"","现烤拉斯奶酪饼",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",33.00,462.00,462.00,61.56,0.00,400.44,
"京熹顺南京店","新外卖",,"","葱花末",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",0.50,7.00,7.00,2.74,0.00,4.26,
"京熹顺南京店","新外卖",,"","香菜末",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",0.50,7.00,7.00,2.67,0.00,4.33,
"京熹顺南京店","冬季上新",,"","千丝蟹柳",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",23.00,322.00,322.00,43.19,0.00,278.81,
"京熹顺南京店","小料",,"","王致和臭豆腐乳",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"块",3.00,42.00,42.00,6.73,0.00,35.27,
"京熹顺南京店","特色涮品",,"","爽脆三拼",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",59.00,767.00,754.02,73.08,0.00,680.94,
"京熹顺南京店","鲜采时蔬",,"","香甜鲜玉米",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",13.00,169.00,167.00,30.68,0.00,136.32,
"京熹顺南京店","冬季上新",,"","苏尼特野生沙葱羔羊肉",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",49.00,637.00,610.54,70.79,0.00,539.75,
"京熹顺南京店","新外卖",,"","巨肉桶[半斤牛肉]捞捞桶(老北京锅底（含麻酱等小料）)","老北京锅底（含麻酱等小料）","餐饮商品","单品",13.00,13.00,0.00,0.00,"份",69.00,897.00,897.00,403.86,0.00,493.14,
"京熹顺南京店","苏尼特熊猫羊系列",,"","手切苏尼特熊猫羊上脑",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",69.00,897.00,897.00,118.43,0.00,778.57,
"京熹顺南京店","苏尼特熊猫羊系列",,"","双层至尊羊围脖",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",298.00,3576.00,3576.00,355.53,0.00,3220.47,
"京熹顺南京店","其他",,"","打包盒",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"个",4.00,48.00,48.00,23.69,0.00,24.31,
"京熹顺南京店","鲜美菌类",,"","金针菇",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",12.00,144.00,140.16,17.91,0.00,122.25,
"京熹顺南京店","苏尼特熊猫羊系列",,"","羊尾油(标准份)","标准份","餐饮商品","单品",12.00,12.00,0.00,0.00,"份",23.00,276.00,270.94,34.01,0.00,236.93,
"京熹顺南京店","特色涮品",,"","爽呀爽鸭血",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",16.00,192.00,192.00,32.28,0.00,159.72,
"京熹顺南京店","鲜采时蔬",,"","白萝卜",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",9.00,108.00,108.00,13.48,0.00,94.52,
"京熹顺南京店","锅底",,"","(500克熟羊肉)清炖草原全羊锅",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",99.00,1188.00,1188.00,116.01,0.00,1071.99,
"京熹顺南京店","鲜采时蔬",,"","酸白菜丝",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",16.00,192.00,192.00,43.85,0.00,148.15,
"京熹顺南京店","酒水饮料",,"","加多宝",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"瓶",6.00,72.00,72.00,9.11,0.00,62.89,
"京熹顺南京店","香甜豆品",,"","原浆鲜腐竹",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",23.00,276.00,276.00,36.44,0.00,239.56,
"京熹顺南京店","新外卖",,"","老北京麻辣爆肚粉",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",32.00,384.00,384.00,169.40,0.00,214.60,
"京熹顺南京店","苏尼特熊猫羊系列",,"","苏尼特熊猫羊肉卷",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",53.00,583.00,583.00,72.54,0.00,510.46,
"京熹顺南京店","酒水饮料",,"","青岛纯生",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"瓶",12.00,132.00,132.00,15.09,0.00,116.91,
"京熹顺南京店","菊花特色菜",,"","冰糖菊花炸酱面",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",23.00,253.00,253.00,39.97,0.00,213.03,
"京熹顺南京店","特色涮品",,"","鸭肠",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",19.00,209.00,204.82,23.63,0.00,181.19,
"京熹顺南京店","缤纷饮品",,"","百香果橙汁",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"扎",38.00,380.00,371.64,44.07,0.00,327.57,
"京熹顺南京店","特色涮品",,"","泰和臻选乌鸡卷",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",33.00,330.00,330.00,46.88,0.00,283.12,
"京熹顺南京店","未分类",,"","天桥小酥肉",,"","自定义单品",10.00,10.00,0.00,0.00,"份",9.00,90.00,90.00,36.69,0.00,53.31,
"京熹顺南京店","小吃",,"","现炸茴香小油条",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",23.00,230.00,227.24,45.23,0.00,182.01,
"京熹顺南京店","鲜采时蔬",,"","厚切海带",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",12.00,120.00,120.00,20.99,0.00,99.01,
"京熹顺南京店","老北京特色",,"","老北京驴打滚",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",19.00,171.00,171.00,13.33,0.00,157.67,
"京熹顺南京店","新外卖",,"","烧饼夹孜然羊肉",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",9.90,89.10,89.10,36.73,0.00,52.37,
